vector,frame,subframe,field,expected,got,delta,notes
PITCH,988,-1,top_open_loop,142,99,-43,mismatch
PITCH,989,-1,top_open_loop,56,57,1,mismatch
PITCH,990,-1,top_open_loop,56,56,0,range_ok
PITCH,991,-1,top_open_loop,56,57,1,mismatch
PITCH,992,-1,top_open_loop,56,56,0,range_ok
PITCH,993,-1,top_open_loop,34,117,83,mismatch
PITCH,994,-1,top_open_loop,41,86,45,mismatch
PITCH,995,-1,top_open_loop,55,54,-1,mismatch
PITCH,996,-1,top_open_loop,56,56,0,range_ok
PITCH,997,-1,top_open_loop,56,56,0,range_ok
PITCH,998,-1,top_open_loop,56,57,1,mismatch
PITCH,999,-1,top_open_loop,68,61,-7,mismatch
PITCH,1000,-1,top_open_loop,21,21,0,range_ok
PITCH,1001,-1,top_open_loop,56,56,0,range_ok
PITCH,1002,-1,top_open_loop,56,56,0,range_ok
PITCH,1003,-1,top_open_loop,57,55,-2,mismatch
PITCH,1004,-1,top_open_loop,56,56,0,range_ok
PITCH,1005,-1,top_open_loop,56,56,0,range_ok
PITCH,1006,-1,top_open_loop,143,20,-123,mismatch
PITCH,1007,-1,top_open_loop,57,57,0,range_ok
PITCH,1008,-1,top_open_loop,57,57,0,range_ok
PITCH,1009,-1,top_open_loop,57,57,0,range_ok
PITCH,1010,-1,top_open_loop,114,57,-57,mismatch
PITCH,1011,-1,top_open_loop,57,57,0,range_ok
PITCH,1012,-1,top_open_loop,20,62,42,mismatch
PITCH,1013,-1,top_open_loop,44,97,53,mismatch
PITCH,1014,-1,top_open_loop,57,58,1,mismatch
PITCH,1015,-1,top_open_loop,57,57,0,range_ok
PITCH,1016,-1,top_open_loop,57,57,0,range_ok
PITCH,1017,-1,top_open_loop,57,57,0,range_ok
PITCH,1018,-1,top_open_loop,22,68,46,mismatch
PITCH,1019,-1,top_open_loop,21,22,1,mismatch
PITCH,1020,-1,top_open_loop,57,57,0,range_ok
PITCH,1021,-1,top_open_loop,57,57,0,range_ok
PITCH,1022,-1,top_open_loop,57,56,-1,mismatch
PITCH,1023,-1,top_open_loop,58,58,0,range_ok
PITCH,1024,-1,top_open_loop,57,57,0,range_ok
PITCH,1025,-1,top_open_loop,20,20,0,range_ok
PITCH,1026,-1,top_open_loop,58,58,0,range_ok
PITCH,1027,-1,top_open_loop,58,58,0,range_ok
PITCH,1028,-1,top_open_loop,58,58,0,range_ok
PITCH,1029,-1,top_open_loop,58,59,1,mismatch
PITCH,1030,-1,top_open_loop,58,58,0,range_ok
PITCH,1031,-1,top_open_loop,20,61,41,mismatch
PITCH,1032,-1,top_open_loop,21,92,71,mismatch
PITCH,1033,-1,top_open_loop,58,58,0,range_ok
PITCH,1034,-1,top_open_loop,58,115,57,mismatch
PITCH,1035,-1,top_open_loop,58,58,0,range_ok
PITCH,1036,-1,top_open_loop,58,59,1,mismatch
PITCH,1037,-1,top_open_loop,67,59,-8,mismatch
PITCH,1038,-1,top_open_loop,20,115,95,mismatch
PITCH,1039,-1,top_open_loop,58,58,0,range_ok
PITCH,1040,-1,top_open_loop,58,58,0,range_ok
PITCH,1041,-1,top_open_loop,58,59,1,mismatch
PITCH,1042,-1,top_open_loop,58,58,0,range_ok
PITCH,1043,-1,top_open_loop,58,58,0,range_ok
PITCH,1044,-1,top_open_loop,131,20,-111,mismatch
PITCH,1045,-1,top_open_loop,21,102,81,mismatch
PITCH,1046,-1,top_open_loop,59,60,1,mismatch
PITCH,1047,-1,top_open_loop,59,59,0,range_ok
PITCH,1048,-1,top_open_loop,59,59,0,range_ok
PITCH,1049,-1,top_open_loop,59,60,1,mismatch
PITCH,1050,-1,top_open_loop,70,64,-6,mismatch
PITCH,1051,-1,top_open_loop,21,20,-1,mismatch
PITCH,1052,-1,top_open_loop,59,59,0,range_ok
PITCH,1053,-1,top_open_loop,59,59,0,range_ok
PITCH,1054,-1,top_open_loop,59,60,1,mismatch
PITCH,1055,-1,top_open_loop,59,59,0,range_ok
PITCH,1056,-1,top_open_loop,58,57,-1,mismatch
PITCH,1057,-1,top_open_loop,133,20,-113,mismatch
PITCH,1058,-1,top_open_loop,21,101,80,mismatch
PITCH,1059,-1,top_open_loop,59,59,0,range_ok
PITCH,1060,-1,top_open_loop,59,59,0,range_ok
PITCH,1061,-1,top_open_loop,59,59,0,range_ok
PITCH,1062,-1,top_open_loop,59,60,1,mismatch
PITCH,1063,-1,top_open_loop,139,20,-119,mismatch
PITCH,1064,-1,top_open_loop,60,60,0,range_ok
PITCH,1065,-1,top_open_loop,60,60,0,range_ok
PITCH,1066,-1,top_open_loop,60,60,0,range_ok
PITCH,1067,-1,top_open_loop,60,61,1,mismatch
PITCH,1068,-1,top_open_loop,60,60,0,range_ok
PITCH,1069,-1,top_open_loop,23,71,48,mismatch
PITCH,1070,-1,top_open_loop,21,20,-1,mismatch
PITCH,1071,-1,top_open_loop,60,60,0,range_ok
PITCH,1072,-1,top_open_loop,60,60,0,range_ok
PITCH,1073,-1,top_open_loop,60,61,1,mismatch
PITCH,1074,-1,top_open_loop,60,60,0,range_ok
PITCH,1075,-1,top_open_loop,60,60,0,range_ok
PITCH,1076,-1,top_open_loop,133,20,-113,mismatch
PITCH,1077,-1,top_open_loop,21,105,84,mismatch
PITCH,1078,-1,top_open_loop,60,61,1,mismatch
PITCH,1079,-1,top_open_loop,60,60,0,range_ok
PITCH,1080,-1,top_open_loop,60,60,0,range_ok
PITCH,1081,-1,top_open_loop,60,60,0,range_ok
PITCH,1082,-1,top_open_loop,138,20,-118,mismatch
PITCH,1083,-1,top_open_loop,60,93,33,mismatch
PITCH,1084,-1,top_open_loop,122,122,0,range_ok
PITCH,1085,-1,top_open_loop,61,61,0,range_ok
PITCH,1086,-1,top_open_loop,61,61,0,range_ok
PITCH,1087,-1,top_open_loop,61,62,1,mismatch
PITCH,1088,-1,top_open_loop,21,68,47,mismatch
PITCH,1089,-1,top_open_loop,21,20,-1,mismatch
PITCH,1090,-1,top_open_loop,61,61,0,range_ok
PITCH,1091,-1,top_open_loop,61,61,0,range_ok
PITCH,1092,-1,top_open_loop,61,62,1,mismatch
PITCH,1093,-1,top_open_loop,61,61,0,range_ok
PITCH,1094,-1,top_open_loop,21,71,50,mismatch
PITCH,1095,-1,top_open_loop,21,21,0,range_ok
PITCH,1096,-1,top_open_loop,61,61,0,range_ok
PITCH,1097,-1,top_open_loop,61,61,0,range_ok
PITCH,1098,-1,top_open_loop,61,61,0,range_ok
PITCH,1099,-1,top_open_loop,61,60,-1,mismatch
PITCH,1100,-1,top_open_loop,62,62,0,range_ok
PITCH,1101,-1,top_open_loop,20,126,106,mismatch
PITCH,1102,-1,top_open_loop,21,98,77,mismatch
PITCH,1103,-1,top_open_loop,62,62,0,range_ok
PITCH,1104,-1,top_open_loop,62,63,1,mismatch
PITCH,1105,-1,top_open_loop,62,62,0,range_ok
PITCH,1106,-1,top_open_loop,62,62,0,range_ok
PITCH,1107,-1,top_open_loop,20,65,45,mismatch
PITCH,1108,-1,top_open_loop,21,99,78,mismatch
PITCH,1109,-1,top_open_loop,62,62,0,range_ok
PITCH,1110,-1,top_open_loop,62,62,0,range_ok
PITCH,1111,-1,top_open_loop,62,62,0,range_ok
PITCH,1112,-1,top_open_loop,62,62,0,range_ok
PITCH,1113,-1,top_open_loop,62,62,0,range_ok
PITCH,1114,-1,top_open_loop,142,20,-122,mismatch
PITCH,1115,-1,top_open_loop,57,104,47,mismatch
PITCH,1116,-1,top_open_loop,62,63,1,mismatch
PITCH,1117,-1,top_open_loop,62,62,0,range_ok
PITCH,1118,-1,top_open_loop,62,62,0,range_ok
PITCH,1119,-1,top_open_loop,62,63,1,mismatch
PITCH,1120,-1,top_open_loop,138,20,-118,mismatch
PITCH,1121,-1,top_open_loop,56,105,49,mismatch
PITCH,1122,-1,top_open_loop,63,64,1,mismatch
PITCH,1123,-1,top_open_loop,63,63,0,range_ok
PITCH,1124,-1,top_open_loop,63,63,0,range_ok
PITCH,1125,-1,top_open_loop,63,63,0,range_ok
PITCH,1126,-1,top_open_loop,134,20,-114,mismatch
PITCH,1127,-1,top_open_loop,51,107,56,mismatch
PITCH,1128,-1,top_open_loop,63,63,0,range_ok
PITCH,1129,-1,top_open_loop,63,63,0,range_ok
PITCH,1130,-1,top_open_loop,63,63,0,range_ok
PITCH,1131,-1,top_open_loop,63,63,0,range_ok
PITCH,1132,-1,top_open_loop,63,63,0,range_ok
PITCH,1133,-1,top_open_loop,140,20,-120,mismatch
PITCH,1134,-1,top_open_loop,62,89,27,mismatch
PITCH,1135,-1,top_open_loop,64,62,-2,mismatch
PITCH,1136,-1,top_open_loop,63,63,0,range_ok
PITCH,1137,-1,top_open_loop,63,63,0,range_ok
PITCH,1138,-1,top_open_loop,63,63,0,range_ok
PITCH,1139,-1,top_open_loop,139,20,-119,mismatch
PITCH,1140,-1,top_open_loop,143,106,-37,mismatch
PITCH,1141,-1,top_open_loop,64,64,0,range_ok
PITCH,1142,-1,top_open_loop,64,64,0,range_ok
PITCH,1143,-1,top_open_loop,64,64,0,range_ok
PITCH,1144,-1,top_open_loop,64,64,0,range_ok
PITCH,1145,-1,top_open_loop,20,20,0,range_ok
PITCH,1146,-1,top_open_loop,21,105,84,mismatch
PITCH,1147,-1,top_open_loop,64,64,0,range_ok
PITCH,1148,-1,top_open_loop,64,65,1,mismatch
PITCH,1149,-1,top_open_loop,64,64,0,range_ok
PITCH,1150,-1,top_open_loop,64,64,0,range_ok
PITCH,1151,-1,top_open_loop,64,64,0,range_ok
PITCH,1152,-1,top_open_loop,135,20,-115,mismatch
PITCH,1153,-1,top_open_loop,50,108,58,mismatch
PITCH,1154,-1,top_open_loop,64,64,0,range_ok
PITCH,1155,-1,top_open_loop,65,64,-1,mismatch
PITCH,1156,-1,top_open_loop,64,64,0,range_ok
PITCH,1157,-1,top_open_loop,64,64,0,range_ok
PITCH,1158,-1,top_open_loop,20,20,0,range_ok
PITCH,1159,-1,top_open_loop,21,101,80,mismatch
PITCH,1160,-1,top_open_loop,65,65,0,range_ok
PITCH,1161,-1,top_open_loop,65,65,0,range_ok
PITCH,1162,-1,top_open_loop,65,65,0,range_ok
PITCH,1163,-1,top_open_loop,65,65,0,range_ok
PITCH,1164,-1,top_open_loop,32,64,32,mismatch
PITCH,1165,-1,top_open_loop,21,26,5,mismatch
PITCH,1166,-1,top_open_loop,65,65,0,range_ok
PITCH,1167,-1,top_open_loop,65,65,0,range_ok
PITCH,1168,-1,top_open_loop,65,65,0,range_ok
PITCH,1169,-1,top_open_loop,65,64,-1,mismatch
PITCH,1170,-1,top_open_loop,21,71,50,mismatch
PITCH,1171,-1,top_open_loop,21,21,0,range_ok
PITCH,1172,-1,top_open_loop,65,65,0,range_ok
PITCH,1173,-1,top_open_loop,65,65,0,range_ok
PITCH,1174,-1,top_open_loop,65,65,0,range_ok
PITCH,1175,-1,top_open_loop,65,65,0,range_ok
PITCH,1176,-1,top_open_loop,65,65,0,range_ok
PITCH,1177,-1,top_open_loop,143,77,-66,mismatch
PITCH,1178,-1,top_open_loop,81,92,11,mismatch
PITCH,1179,-1,top_open_loop,66,66,0,range_ok
PITCH,1180,-1,top_open_loop,66,66,0,range_ok
PITCH,1181,-1,top_open_loop,66,66,0,range_ok
PITCH,1182,-1,top_open_loop,66,66,0,range_ok
PITCH,1183,-1,top_open_loop,20,20,0,range_ok
PITCH,1184,-1,top_open_loop,21,105,84,mismatch
PITCH,1185,-1,top_open_loop,66,66,0,range_ok
PITCH,1186,-1,top_open_loop,66,67,1,mismatch
PITCH,1187,-1,top_open_loop,66,66,0,range_ok
PITCH,1188,-1,top_open_loop,66,66,0,range_ok
PITCH,1189,-1,top_open_loop,34,65,31,mismatch
PITCH,1190,-1,top_open_loop,21,24,3,mismatch
PITCH,1191,-1,top_open_loop,66,66,0,range_ok
PITCH,1192,-1,top_open_loop,66,66,0,range_ok
PITCH,1193,-1,top_open_loop,66,66,0,range_ok
PITCH,1194,-1,top_open_loop,66,67,1,mismatch
PITCH,1195,-1,top_open_loop,142,67,-75,mismatch
PITCH,1196,-1,top_open_loop,20,83,63,mismatch
PITCH,1197,-1,top_open_loop,67,67,0,range_ok
PITCH,1198,-1,top_open_loop,67,67,0,range_ok
PITCH,1199,-1,top_open_loop,67,67,0,range_ok
PITCH,1200,-1,top_open_loop,67,67,0,range_ok
PITCH,1201,-1,top_open_loop,67,67,0,range_ok
PITCH,1202,-1,top_open_loop,20,20,0,range_ok
PITCH,1203,-1,top_open_loop,21,108,87,mismatch
PITCH,1204,-1,top_open_loop,67,67,0,range_ok
PITCH,1205,-1,top_open_loop,67,68,1,mismatch
PITCH,1206,-1,top_open_loop,67,67,0,range_ok
PITCH,1207,-1,top_open_loop,67,67,0,range_ok
PITCH,1208,-1,top_open_loop,34,67,33,mismatch
PITCH,1209,-1,top_open_loop,21,23,2,mismatch
PITCH,1210,-1,top_open_loop,67,67,0,range_ok
PITCH,1211,-1,top_open_loop,68,67,-1,mismatch
PITCH,1212,-1,top_open_loop,67,67,0,range_ok
PITCH,1213,-1,top_open_loop,67,67,0,range_ok
PITCH,1214,-1,top_open_loop,67,67,0,range_ok
PITCH,1215,-1,top_open_loop,143,79,-64,mismatch
PITCH,1216,-1,top_open_loop,81,93,12,mismatch
PITCH,1217,-1,top_open_loop,68,68,0,range_ok
PITCH,1218,-1,top_open_loop,68,68,0,range_ok
PITCH,1219,-1,top_open_loop,68,68,0,range_ok
PITCH,1220,-1,top_open_loop,68,68,0,range_ok
PITCH,1221,-1,top_open_loop,20,66,46,mismatch
PITCH,1222,-1,top_open_loop,21,98,77,mismatch
PITCH,1223,-1,top_open_loop,68,68,0,range_ok
PITCH,1224,-1,top_open_loop,67,67,0,range_ok
PITCH,1225,-1,top_open_loop,136,69,-67,mismatch
PITCH,1226,-1,top_open_loop,68,69,1,mismatch
PITCH,1227,-1,top_open_loop,82,139,57,mismatch
PITCH,1228,-1,top_open_loop,20,85,65,mismatch
PITCH,1229,-1,top_open_loop,68,68,0,range_ok
PITCH,1230,-1,top_open_loop,68,68,0,range_ok
PITCH,1231,-1,top_open_loop,68,68,0,range_ok
PITCH,1232,-1,top_open_loop,68,68,0,range_ok
PITCH,1233,-1,top_open_loop,68,68,0,range_ok
PITCH,1234,-1,top_open_loop,20,20,0,range_ok
PITCH,1235,-1,top_open_loop,21,105,84,mismatch
PITCH,1236,-1,top_open_loop,69,69,0,range_ok
PITCH,1237,-1,top_open_loop,69,69,0,range_ok
PITCH,1238,-1,top_open_loop,69,69,0,range_ok
PITCH,1239,-1,top_open_loop,69,69,0,range_ok
PITCH,1240,-1,top_open_loop,21,142,121,mismatch
PITCH,1241,-1,top_open_loop,20,87,67,mismatch
PITCH,1242,-1,top_open_loop,69,69,0,range_ok
PITCH,1243,-1,top_open_loop,69,69,0,range_ok
PITCH,1244,-1,top_open_loop,69,69,0,range_ok
PITCH,1245,-1,top_open_loop,69,69,0,range_ok
PITCH,1246,-1,top_open_loop,20,66,46,mismatch
PITCH,1247,-1,top_open_loop,41,30,-11,mismatch
PITCH,1248,-1,top_open_loop,69,69,0,range_ok
PITCH,1249,-1,top_open_loop,69,69,0,range_ok
PITCH,1250,-1,top_open_loop,69,69,0,range_ok
PITCH,1251,-1,top_open_loop,69,69,0,range_ok
PITCH,1252,-1,top_open_loop,69,69,0,range_ok
PITCH,1253,-1,top_open_loop,140,78,-62,mismatch
PITCH,1254,-1,top_open_loop,140,102,-38,mismatch
PITCH,1255,-1,top_open_loop,70,70,0,range_ok
PITCH,1256,-1,top_open_loop,70,70,0,range_ok
PITCH,1257,-1,top_open_loop,70,70,0,range_ok
PITCH,1258,-1,top_open_loop,70,70,0,range_ok
PITCH,1259,-1,top_open_loop,33,137,104,mismatch
PITCH,1260,-1,top_open_loop,21,22,1,mismatch
PITCH,1261,-1,top_open_loop,70,70,0,range_ok
PITCH,1262,-1,top_open_loop,70,70,0,range_ok
PITCH,1263,-1,top_open_loop,70,70,0,range_ok
PITCH,1264,-1,top_open_loop,70,70,0,range_ok
PITCH,1265,-1,top_open_loop,70,70,0,range_ok
PITCH,1266,-1,top_open_loop,141,20,-121,mismatch
PITCH,1267,-1,top_open_loop,21,113,92,mismatch
PITCH,1268,-1,top_open_loop,70,70,0,range_ok
PITCH,1269,-1,top_open_loop,70,70,0,range_ok
PITCH,1270,-1,top_open_loop,70,70,0,range_ok
PITCH,1271,-1,top_open_loop,75,70,-5,mismatch
PITCH,1272,-1,top_open_loop,20,83,63,mismatch
PITCH,1273,-1,top_open_loop,80,94,14,mismatch
PITCH,1274,-1,top_open_loop,71,72,1,mismatch
PITCH,1275,-1,top_open_loop,71,71,0,range_ok
PITCH,1276,-1,top_open_loop,71,71,0,range_ok
PITCH,1277,-1,top_open_loop,71,71,0,range_ok
PITCH,1278,-1,top_open_loop,35,67,32,mismatch
PITCH,1279,-1,top_open_loop,21,21,0,range_ok
PITCH,1280,-1,top_open_loop,71,71,0,range_ok
PITCH,1281,-1,top_open_loop,71,71,0,range_ok
PITCH,1282,-1,top_open_loop,71,71,0,range_ok
PITCH,1283,-1,top_open_loop,71,71,0,range_ok
PITCH,1284,-1,top_open_loop,71,71,0,range_ok
PITCH,1285,-1,top_open_loop,20,20,0,range_ok
PITCH,1286,-1,top_open_loop,21,111,90,mismatch
PITCH,1287,-1,top_open_loop,71,71,0,range_ok
PITCH,1288,-1,top_open_loop,71,71,0,range_ok
PITCH,1289,-1,top_open_loop,71,71,0,range_ok
PITCH,1290,-1,top_open_loop,71,71,0,range_ok
PITCH,1291,-1,top_open_loop,143,78,-65,mismatch
PITCH,1292,-1,top_open_loop,142,112,-30,mismatch
PITCH,1293,-1,top_open_loop,72,72,0,range_ok
PITCH,1294,-1,top_open_loop,72,73,1,mismatch
PITCH,1295,-1,top_open_loop,72,72,0,range_ok
PITCH,1296,-1,top_open_loop,72,72,0,range_ok
PITCH,1297,-1,top_open_loop,21,81,60,mismatch
PITCH,1298,-1,top_open_loop,20,93,73,mismatch
PITCH,1299,-1,top_open_loop,72,72,0,range_ok
PITCH,1300,-1,top_open_loop,72,72,0,range_ok
PITCH,1301,-1,top_open_loop,72,72,0,range_ok
PITCH,1302,-1,top_open_loop,72,72,0,range_ok
PITCH,1303,-1,top_open_loop,32,68,36,mismatch
PITCH,1304,-1,top_open_loop,21,25,4,mismatch
PITCH,1305,-1,top_open_loop,72,72,0,range_ok
PITCH,1306,-1,top_open_loop,72,72,0,range_ok
PITCH,1307,-1,top_open_loop,72,72,0,range_ok
PITCH,1308,-1,top_open_loop,72,72,0,range_ok
PITCH,1309,-1,top_open_loop,72,72,0,range_ok
PITCH,1310,-1,top_open_loop,20,20,0,range_ok
PITCH,1311,-1,top_open_loop,21,104,83,mismatch
PITCH,1312,-1,top_open_loop,73,73,0,range_ok
PITCH,1313,-1,top_open_loop,73,73,0,range_ok
PITCH,1314,-1,top_open_loop,73,73,0,range_ok
PITCH,1315,-1,top_open_loop,73,73,0,range_ok
PITCH,1316,-1,top_open_loop,20,20,0,range_ok
PITCH,1317,-1,top_open_loop,21,111,90,mismatch
PITCH,1318,-1,top_open_loop,73,73,0,range_ok
PITCH,1319,-1,top_open_loop,73,73,0,range_ok
PITCH,1320,-1,top_open_loop,73,73,0,range_ok
PITCH,1321,-1,top_open_loop,73,73,0,range_ok
PITCH,1322,-1,top_open_loop,73,73,0,range_ok
PITCH,1323,-1,top_open_loop,137,76,-61,mismatch
PITCH,1324,-1,top_open_loop,139,116,-23,mismatch
PITCH,1325,-1,top_open_loop,73,73,0,range_ok
PITCH,1326,-1,top_open_loop,73,73,0,range_ok
PITCH,1327,-1,top_open_loop,73,74,1,mismatch
PITCH,1328,-1,top_open_loop,75,74,-1,mismatch
PITCH,1329,-1,top_open_loop,142,82,-60,mismatch
PITCH,1330,-1,top_open_loop,142,105,-37,mismatch
PITCH,1331,-1,top_open_loop,74,74,0,range_ok
PITCH,1332,-1,top_open_loop,74,74,0,range_ok
PITCH,1333,-1,top_open_loop,74,74,0,range_ok
PITCH,1334,-1,top_open_loop,74,74,0,range_ok
PITCH,1335,-1,top_open_loop,21,77,56,mismatch
PITCH,1336,-1,top_open_loop,20,86,66,mismatch
PITCH,1337,-1,top_open_loop,81,97,16,mismatch
PITCH,1338,-1,top_open_loop,74,74,0,range_ok
PITCH,1339,-1,top_open_loop,74,74,0,range_ok
PITCH,1340,-1,top_open_loop,74,74,0,range_ok
PITCH,1341,-1,top_open_loop,21,80,59,mismatch
PITCH,1342,-1,top_open_loop,22,89,67,mismatch
PITCH,1343,-1,top_open_loop,81,98,17,mismatch
PITCH,1344,-1,top_open_loop,74,73,-1,mismatch
PITCH,1345,-1,top_open_loop,74,74,0,range_ok
PITCH,1346,-1,top_open_loop,74,74,0,range_ok
PITCH,1347,-1,top_open_loop,21,82,61,mismatch
PITCH,1348,-1,top_open_loop,20,91,71,mismatch
PITCH,1349,-1,top_open_loop,74,99,25,mismatch
PITCH,1350,-1,top_open_loop,75,74,-1,mismatch
PITCH,1351,-1,top_open_loop,75,75,0,range_ok
PITCH,1352,-1,top_open_loop,75,75,0,range_ok
PITCH,1353,-1,top_open_loop,75,75,0,range_ok
PITCH,1354,-1,top_open_loop,20,85,65,mismatch
PITCH,1355,-1,top_open_loop,20,93,73,mismatch
PITCH,1356,-1,top_open_loop,75,75,0,range_ok
PITCH,1357,-1,top_open_loop,75,75,0,range_ok
PITCH,1358,-1,top_open_loop,75,75,0,range_ok
PITCH,1359,-1,top_open_loop,75,75,0,range_ok
PITCH,1360,-1,top_open_loop,21,84,63,mismatch
PITCH,1361,-1,top_open_loop,20,92,72,mismatch
PITCH,1362,-1,top_open_loop,74,100,26,mismatch
PITCH,1363,-1,top_open_loop,76,74,-2,mismatch
PITCH,1364,-1,top_open_loop,75,75,0,range_ok
PITCH,1365,-1,top_open_loop,75,75,0,range_ok
PITCH,1366,-1,top_open_loop,21,82,61,mismatch
PITCH,1367,-1,top_open_loop,20,89,69,mismatch
PITCH,1368,-1,top_open_loop,80,98,18,mismatch
PITCH,1369,-1,top_open_loop,76,76,0,range_ok
PITCH,1370,-1,top_open_loop,77,76,-1,mismatch
PITCH,1371,-1,top_open_loop,76,76,0,range_ok
PITCH,1372,-1,top_open_loop,76,76,0,range_ok
PITCH,1373,-1,top_open_loop,90,80,-10,mismatch
PITCH,1374,-1,top_open_loop,142,87,-55,mismatch
PITCH,1375,-1,top_open_loop,69,96,27,mismatch
PITCH,1376,-1,top_open_loop,76,76,0,range_ok
PITCH,1377,-1,top_open_loop,76,76,0,range_ok
PITCH,1378,-1,top_open_loop,76,75,-1,mismatch
PITCH,1379,-1,top_open_loop,83,75,-8,mismatch
PITCH,1380,-1,top_open_loop,142,82,-60,mismatch
PITCH,1381,-1,top_open_loop,142,101,-41,mismatch
PITCH,1382,-1,top_open_loop,76,76,0,range_ok
PITCH,1383,-1,top_open_loop,76,76,0,range_ok
PITCH,1384,-1,top_open_loop,76,76,0,range_ok
PITCH,1385,-1,top_open_loop,76,76,0,range_ok
PITCH,1386,-1,top_open_loop,143,77,-66,mismatch
PITCH,1387,-1,top_open_loop,143,121,-22,mismatch
PITCH,1388,-1,top_open_loop,77,77,0,range_ok
PITCH,1389,-1,top_open_loop,77,77,0,range_ok
PITCH,1390,-1,top_open_loop,77,77,0,range_ok
PITCH,1391,-1,top_open_loop,77,77,0,range_ok
PITCH,1392,-1,top_open_loop,20,20,0,range_ok
PITCH,1393,-1,top_open_loop,21,116,95,mismatch
PITCH,1394,-1,top_open_loop,77,77,0,range_ok
PITCH,1395,-1,top_open_loop,77,77,0,range_ok
PITCH,1396,-1,top_open_loop,77,77,0,range_ok
PITCH,1397,-1,top_open_loop,76,76,0,range_ok
PITCH,1398,-1,top_open_loop,78,78,0,range_ok
PITCH,1399,-1,top_open_loop,20,20,0,range_ok
PITCH,1400,-1,top_open_loop,21,110,89,mismatch
PITCH,1401,-1,top_open_loop,77,77,0,range_ok
PITCH,1402,-1,top_open_loop,77,77,0,range_ok
PITCH,1403,-1,top_open_loop,77,77,0,range_ok
PITCH,1404,-1,top_open_loop,77,77,0,range_ok
PITCH,1405,-1,top_open_loop,20,69,49,mismatch
PITCH,1406,-1,top_open_loop,21,24,3,mismatch
PITCH,1407,-1,top_open_loop,78,78,0,range_ok
PITCH,1408,-1,top_open_loop,78,78,0,range_ok
PITCH,1409,-1,top_open_loop,78,78,0,range_ok
PITCH,1410,-1,top_open_loop,78,78,0,range_ok
PITCH,1411,-1,top_open_loop,25,86,61,mismatch
PITCH,1412,-1,top_open_loop,20,21,1,mismatch
PITCH,1413,-1,top_open_loop,78,78,0,range_ok
PITCH,1414,-1,top_open_loop,78,78,0,range_ok
PITCH,1415,-1,top_open_loop,78,78,0,range_ok
PITCH,1416,-1,top_open_loop,78,78,0,range_ok
PITCH,1417,-1,top_open_loop,92,80,-12,mismatch
PITCH,1418,-1,top_open_loop,142,85,-57,mismatch
PITCH,1419,-1,top_open_loop,65,103,38,mismatch
PITCH,1420,-1,top_open_loop,78,78,0,range_ok
PITCH,1421,-1,top_open_loop,78,78,0,range_ok
PITCH,1422,-1,top_open_loop,78,78,0,range_ok
PITCH,1423,-1,top_open_loop,78,78,0,range_ok
PITCH,1424,-1,top_open_loop,20,20,0,range_ok
PITCH,1425,-1,top_open_loop,21,121,100,mismatch
PITCH,1426,-1,top_open_loop,79,79,0,range_ok
PITCH,1427,-1,top_open_loop,79,79,0,range_ok
PITCH,1428,-1,top_open_loop,79,79,0,range_ok
PITCH,1429,-1,top_open_loop,79,79,0,range_ok
PITCH,1430,-1,top_open_loop,20,20,0,range_ok
PITCH,1431,-1,top_open_loop,41,25,-16,mismatch
PITCH,1432,-1,top_open_loop,79,79,0,range_ok
PITCH,1433,-1,top_open_loop,79,79,0,range_ok
PITCH,1434,-1,top_open_loop,79,79,0,range_ok
PITCH,1435,-1,top_open_loop,79,79,0,range_ok
PITCH,1436,-1,top_open_loop,27,78,51,mismatch
PITCH,1437,-1,top_open_loop,20,21,1,mismatch
PITCH,1438,-1,top_open_loop,79,82,3,mismatch
PITCH,1439,-1,top_open_loop,79,79,0,range_ok
PITCH,1440,-1,top_open_loop,79,79,0,range_ok
PITCH,1441,-1,top_open_loop,79,79,0,range_ok
PITCH,1442,-1,top_open_loop,86,79,-7,mismatch
PITCH,1443,-1,top_open_loop,139,82,-57,mismatch
PITCH,1444,-1,top_open_loop,21,120,99,mismatch
PITCH,1445,-1,top_open_loop,80,80,0,range_ok
PITCH,1446,-1,top_open_loop,80,80,0,range_ok
PITCH,1447,-1,top_open_loop,80,80,0,range_ok
PITCH,1448,-1,top_open_loop,80,80,0,range_ok
PITCH,1449,-1,top_open_loop,20,20,0,range_ok
PITCH,1450,-1,top_open_loop,21,111,90,mismatch
PITCH,1451,-1,top_open_loop,80,80,0,range_ok
PITCH,1452,-1,top_open_loop,80,80,0,range_ok
PITCH,1453,-1,top_open_loop,80,80,0,range_ok
PITCH,1454,-1,top_open_loop,80,80,0,range_ok
PITCH,1455,-1,top_open_loop,34,71,37,mismatch
PITCH,1456,-1,top_open_loop,21,22,1,mismatch
PITCH,1457,-1,top_open_loop,80,80,0,range_ok
PITCH,1458,-1,top_open_loop,80,80,0,range_ok
PITCH,1459,-1,top_open_loop,80,80,0,range_ok
PITCH,1460,-1,top_open_loop,80,80,0,range_ok
PITCH,1461,-1,top_open_loop,88,82,-6,mismatch
PITCH,1462,-1,top_open_loop,143,81,-62,mismatch
PITCH,1463,-1,top_open_loop,140,124,-16,mismatch
PITCH,1464,-1,top_open_loop,81,81,0,range_ok
PITCH,1465,-1,top_open_loop,81,81,0,range_ok
PITCH,1466,-1,top_open_loop,81,81,0,range_ok
PITCH,1467,-1,top_open_loop,81,81,0,range_ok
